folio	fecha	hora_apertura	hora_cierre	mesa	mesero_id	mesero_nombre	num_comensales	turno	subtotal_alimentos	subtotal_bebidas	descuento	cortesia	cancelado	subtotal	iva	total	propina	efectivo	tarjeta	forma_pago	sucursal_id	tipo_servicio
CHQ-FRMX-TV-GDL-001-20240124-0395	2024-01-24	12:50	23:51	25	MES-026	Ana Cruz Martínez	2	night	522.75	174.25	0	10.46	13.94	697	107.62	780.22	94.16	780.22	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0396	2024-01-25	21:01	17:00	29	MES-007	Luis Ramírez Torres	3	morning	295.5	98.5	0	0	0	394	63.04	457.04	55.16	457.04	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0397	2024-01-26	17:58	10:18	30	MES-007	Luis Ramírez Torres	4	morning	607.5	202.5	0	12.15	0	810	127.66	925.51	111.7	0	925.51	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0398	2024-01-27	18:43	18:31	29	MES-011	Pablo Mendoza Romero	3	night	477	159	0	0	0	636	101.76	737.76	89.04	0	737.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0399	2024-01-28	20:22	22:29	27	MES-038	Diego Vázquez Castillo	2	morning	231	77	0	0	0	308	49.28	357.28	43.12	0	357.28	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0400	2024-01-22	20:39	19:09	20	MES-032	Diego Vázquez Castillo	2	night	403.5	134.5	0	0	10.76	538	84.36	611.6	73.81	0	611.6	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0401	2024-01-23	15:59	20:05	12	MES-031	Luis Ramírez Torres	2	morning	375.75	125.25	0	7.52	0	501	78.96	572.44	69.09	0	572.44	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0402	2024-01-24	20:43	18:22	25	MES-030	María Elena Gutiérrez Flores	3	afternoon	429.75	143.25	0	8.59	0	573	90.31	654.72	79.02	0	654.72	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0403	2024-01-25	9:01	21:44	20	MES-003	Pablo Mendoza Romero	1	afternoon	357.75	119.25	0	7.15	9.54	477	73.65	533.96	64.44	533.96	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0404	2024-01-26	13:22	12:33	16	MES-035	José Antonio López Hernández	4	afternoon	387	129	0	0	10.32	516	80.91	586.59	70.8	586.59	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0405	2024-01-27	17:50	8:33	21	MES-028	María Elena Gutiérrez Flores	3	afternoon	225.75	75.25	0	4.51	0	301	47.44	343.93	41.51	0	343.93	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0406	2024-01-28	21:39	10:53	16	MES-024	Ana Cruz Martínez	3	night	203.25	67.75	0	4.06	0	271	42.71	309.65	37.37	0	309.65	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0407	2024-01-22	22:45	22:20	12	MES-037	Luis Ramírez Torres	3	morning	612.75	204.25	32.68	12.26	16.34	817	120.92	876.64	105.8	876.64	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0408	2024-01-23	10:23	13:47	27	MES-014	Ana Cruz Martínez	2	night	216.75	72.25	11.56	4.34	5.78	289	42.77	310.09	37.42	0	310.09	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0409	2024-01-24	8:46	21:49	10	MES-034	Diego Vázquez Castillo	1	afternoon	411.75	137.25	0	0	0	549	87.84	636.84	76.86	636.84	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0410	2024-01-25	14:40	17:57	20	MES-026	Diego Vázquez Castillo	2	afternoon	234.75	78.25	12.52	0	6.26	313	47.08	341.3	41.19	341.3	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0411	2024-01-26	18:57	13:09	15	MES-010	Ana Cruz Martínez	3	night	167.25	55.75	0	0	0	223	35.68	258.68	31.22	0	258.68	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0412	2024-01-27	7:51	14:23	19	MES-013	Luis Ramírez Torres	4	night	426.75	142.25	0	0	11.38	569	89.22	646.84	78.07	0	646.84	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0413	2024-01-28	22:18	13:27	20	MES-004	José Antonio López Hernández	4	morning	284.25	94.75	15.16	0	0	379	58.21	422.05	50.94	0	422.05	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0414	2024-01-22	18:21	23:17	30	MES-035	Sofía Reyes Morales	1	night	100.5	33.5	5.36	0	2.68	134	20.15	146.11	17.63	146.11	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0415	2024-01-23	21:22	10:21	27	MES-034	Pablo Mendoza Romero	4	morning	430.5	143.5	22.96	0	11.48	574	86.33	625.89	75.54	0	625.89	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0416	2024-01-24	19:28	23:07	15	MES-013	Ana Cruz Martínez	2	morning	328.5	109.5	0	6.57	0	438	69.03	500.46	60.4	500.46	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0417	2024-01-25	12:38	13:51	16	MES-027	Diego Vázquez Castillo	3	night	127.5	42.5	6.8	2.55	0	170	25.7	186.35	22.49	0	186.35	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0418	2024-01-26	11:11	16:28	30	MES-024	Carmen Jiménez Ortiz	1	afternoon	99	33	0	1.98	2.64	132	20.38	147.76	17.83	147.76	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0419	2024-01-27	20:10	21:01	6	MES-016	Carmen Jiménez Ortiz	1	afternoon	162.75	54.25	8.68	3.26	4.34	217	32.12	232.84	28.1	232.84	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0420	2024-01-28	16:48	23:59	4	MES-038	Carmen Jiménez Ortiz	1	morning	382.5	127.5	0	0	10.2	510	79.97	579.77	69.97	579.77	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0421	2024-01-22	14:35	23:58	12	MES-005	José Antonio López Hernández	3	afternoon	108.75	36.25	5.8	0	2.9	145	21.81	158.11	19.08	0	158.11	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0422	2024-01-23	21:59	10:19	18	MES-036	Diego Vázquez Castillo	1	morning	403.5	134.5	0	0	10.76	538	84.36	611.6	73.81	0	611.6	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0423	2024-01-24	10:23	16:37	19	MES-033	Pablo Mendoza Romero	3	night	414.75	138.25	22.12	0	0	553	84.94	615.82	74.32	0	615.82	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0424	2024-01-25	21:05	15:41	26	MES-008	Carmen Jiménez Ortiz	2	night	138	46	7.36	2.76	0	184	27.82	201.7	24.34	0	201.7	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0425	2024-01-26	12:56	17:31	20	MES-005	Carmen Jiménez Ortiz	3	afternoon	135.75	45.25	0	2.72	3.62	181	27.95	202.61	24.45	0	202.61	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0426	2024-01-27	22:15	11:27	29	MES-013	María Elena Gutiérrez Flores	4	afternoon	380.25	126.75	0	0	10.14	507	79.5	576.36	69.56	576.36	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0427	2024-01-28	19:41	11:52	1	MES-012	Diego Vázquez Castillo	4	morning	623.25	207.75	0	0	0	831	132.96	963.96	116.34	0	963.96	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0428	2024-01-22	20:50	18:47	27	MES-031	María Elena Gutiérrez Flores	1	morning	236.25	78.75	12.6	0	0	315	48.38	350.78	42.34	0	350.78	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0429	2024-01-23	10:54	22:35	26	MES-040	Ana Cruz Martínez	2	afternoon	474.75	158.25	0	9.49	0	633	99.76	723.27	87.29	723.27	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0430	2024-01-24	10:49	10:11	29	MES-032	Carmen Jiménez Ortiz	3	morning	221.25	73.75	11.8	0	5.9	295	44.37	321.67	38.82	321.67	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0431	2024-01-25	22:05	10:56	3	MES-023	Pablo Mendoza Romero	3	night	120.75	40.25	6.44	2.42	3.22	161	23.83	172.75	20.85	0	172.75	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0432	2024-01-26	15:28	10:49	1	MES-013	José Antonio López Hernández	1	night	177.75	59.25	9.48	0	4.74	237	35.64	258.42	31.19	258.42	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0433	2024-01-27	17:56	18:20	28	MES-022	Sofía Reyes Morales	3	night	180.75	60.25	0	0	4.82	241	37.79	273.97	33.07	0	273.97	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0434	2024-01-28	7:24	11:10	22	MES-005	María Elena Gutiérrez Flores	4	morning	154.5	51.5	0	0	4.12	206	32.3	234.18	28.26	0	234.18	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0435	2024-01-22	7:26	13:54	5	MES-034	Pablo Mendoza Romero	2	night	152.25	50.75	0	0	4.06	203	31.83	230.77	27.85	230.77	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0436	2024-01-23	11:57	16:48	19	MES-005	Luis Ramírez Torres	2	morning	656.25	218.75	0	13.13	0	875	137.9	999.77	120.66	0	999.77	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0437	2024-01-24	12:01	10:34	18	MES-012	Diego Vázquez Castillo	4	night	519	173	27.68	10.38	0	692	104.63	758.57	91.55	0	758.57	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0438	2024-01-25	8:39	8:35	8	MES-020	Ana Cruz Martínez	2	night	270.75	90.25	0	0	0	361	57.76	418.76	50.54	0	418.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0439	2024-01-26	17:21	14:09	7	MES-015	Luis Ramírez Torres	2	morning	453.75	151.25	0	0	12.1	605	94.86	687.76	83.01	0	687.76	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0440	2024-01-27	16:02	11:58	18	MES-029	Ana Cruz Martínez	2	morning	93.75	31.25	0	0	2.5	125	19.6	142.1	17.15	0	142.1	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0441	2024-01-28	10:16	9:03	25	MES-035	Luis Ramírez Torres	1	afternoon	171.75	57.25	0	3.44	4.58	229	35.36	256.34	30.94	256.34	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0442	2024-01-22	7:03	9:35	15	MES-037	María Elena Gutiérrez Flores	2	night	621	207	0	0	16.56	828	129.83	941.27	113.6	0	941.27	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0443	2024-01-23	21:17	22:58	4	MES-037	María Elena Gutiérrez Flores	4	afternoon	418.5	139.5	0	0	0	558	89.28	647.28	78.12	0	647.28	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0444	2024-01-24	16:28	19:56	21	MES-026	María Elena Gutiérrez Flores	1	night	339	113	0	0	9.04	452	70.87	513.83	62.01	0	513.83	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0445	2024-01-25	16:44	18:42	12	MES-025	Ana Cruz Martínez	3	night	256.5	85.5	13.68	5.13	0	342	51.71	374.9	45.25	374.9	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0446	2024-01-26	17:38	22:22	26	MES-026	María Elena Gutiérrez Flores	2	afternoon	222	74	11.84	0	5.92	296	44.52	322.76	38.95	0	322.76	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0447	2024-01-27	19:42	10:28	10	MES-023	Diego Vázquez Castillo	3	morning	372	124	0	7.44	9.92	496	76.58	555.22	67.01	0	555.22	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0448	2024-01-28	12:34	17:15	2	MES-015	Sofía Reyes Morales	4	afternoon	325.5	108.5	0	0	0	434	69.44	503.44	60.76	0	503.44	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0449	2024-01-22	13:09	8:30	29	MES-026	Diego Vázquez Castillo	4	afternoon	375	125	20	7.5	10	500	74	536.5	64.75	0	536.5	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0450	2024-01-23	12:17	10:12	2	MES-026	Diego Vázquez Castillo	1	afternoon	201.75	67.25	0	4.04	5.38	269	41.53	301.11	36.34	301.11	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0451	2024-01-24	18:35	12:43	30	MES-037	José Antonio López Hernández	1	morning	387	129	20.64	0	10.32	516	77.61	562.65	67.91	0	562.65	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0452	2024-01-25	17:43	19:22	8	MES-027	José Antonio López Hernández	1	night	558.75	186.25	0	0	14.9	745	116.82	846.92	102.21	846.92	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0453	2024-01-26	8:34	17:28	29	MES-018	María Elena Gutiérrez Flores	1	afternoon	498.75	166.25	0	0	0	665	106.4	771.4	93.1	0	771.4	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0454	2024-01-27	16:23	15:02	13	MES-038	Ana Cruz Martínez	2	night	627.75	209.25	0	12.56	16.74	837	129.23	936.93	113.08	0	936.93	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0455	2024-01-28	14:50	8:45	2	MES-027	José Antonio López Hernández	2	morning	656.25	218.75	0	13.13	17.5	875	135.1	979.47	118.21	0	979.47	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0456	2024-01-22	8:58	13:16	30	MES-020	Luis Ramírez Torres	3	night	450	150	0	0	12	600	94.08	682.08	82.32	682.08	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0457	2024-01-23	8:51	20:55	12	MES-004	María Elena Gutiérrez Flores	2	afternoon	174	58	0	0	0	232	37.12	269.12	32.48	269.12	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0458	2024-01-24	22:46	14:42	5	MES-027	Luis Ramírez Torres	4	night	659.25	219.75	0	0	17.58	879	137.83	999.25	120.6	999.25	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0459	2024-01-25	8:12	10:41	9	MES-031	Pablo Mendoza Romero	4	night	549.75	183.25	0	0	14.66	733	114.93	833.27	100.57	0	833.27	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0460	2024-01-26	8:33	19:19	6	MES-029	Ana Cruz Martínez	4	night	531	177	0	10.62	0	708	111.58	808.96	97.63	808.96	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0461	2024-01-27	10:27	12:05	6	MES-004	Diego Vázquez Castillo	2	night	167.25	55.75	0	0	4.46	223	34.97	253.51	30.6	0	253.51	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0462	2024-01-28	11:25	18:56	19	MES-018	Ana Cruz Martínez	2	morning	636	212	33.92	0	0	848	130.25	944.33	113.97	0	944.33	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0463	2024-01-22	18:48	11:04	1	MES-033	José Antonio López Hernández	4	night	102	34	0	0	2.72	136	21.32	154.6	18.66	154.6	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0464	2024-01-23	19:04	18:17	10	MES-023	Pablo Mendoza Romero	4	night	644.25	214.75	0	0	17.18	859	134.69	976.51	117.85	976.51	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0465	2024-01-24	12:08	21:48	2	MES-014	Pablo Mendoza Romero	1	afternoon	96	32	0	1.92	0	128	20.17	146.25	17.65	146.25	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0466	2024-01-25	20:14	13:21	3	MES-037	Ana Cruz Martínez	3	night	218.25	72.75	0	0	0	291	46.56	337.56	40.74	337.56	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0467	2024-01-26	19:18	9:32	28	MES-029	Sofía Reyes Morales	2	morning	158.25	52.75	8.44	3.17	0	211	31.9	231.29	27.91	0	231.29	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0468	2024-01-27	14:47	19:11	5	MES-023	Pablo Mendoza Romero	4	morning	576.75	192.25	30.76	0	15.38	769	115.66	838.52	101.2	838.52	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0469	2024-01-28	10:24	22:46	17	MES-024	Carmen Jiménez Ortiz	3	night	387	129	0	0	0	516	82.56	598.56	72.24	598.56	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0470	2024-01-22	17:55	23:28	17	MES-024	Sofía Reyes Morales	3	afternoon	282.75	94.25	0	0	0	377	60.32	437.32	52.78	0	437.32	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0471	2024-01-23	15:39	22:04	9	MES-002	Ana Cruz Martínez	4	morning	535.5	178.5	0	10.71	0	714	112.53	815.82	98.46	0	815.82	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0472	2024-01-24	13:05	17:47	26	MES-007	Carmen Jiménez Ortiz	2	night	393.75	131.25	0	0	10.5	525	82.32	596.82	72.03	596.82	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0473	2024-01-25	20:48	16:24	25	MES-026	Pablo Mendoza Romero	1	morning	643.5	214.5	0	0	17.16	858	134.53	975.37	117.72	975.37	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0474	2024-01-26	20:56	16:18	3	MES-001	José Antonio López Hernández	3	morning	630	210	33.6	0	16.8	840	126.34	915.94	110.54	915.94	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0475	2024-01-27	19:28	20:24	26	MES-013	Sofía Reyes Morales	3	afternoon	351	117	0	0	0	468	74.88	542.88	65.52	0	542.88	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0476	2024-01-28	21:16	23:51	25	MES-018	Pablo Mendoza Romero	3	night	189.75	63.25	0	3.8	5.06	253	39.06	283.2	34.18	0	283.2	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0477	2024-01-22	19:25	22:46	27	MES-034	Pablo Mendoza Romero	4	night	118.5	39.5	0	2.37	0	158	24.9	180.53	21.79	180.53	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0478	2024-01-23	17:43	16:57	12	MES-010	José Antonio López Hernández	3	night	329.25	109.75	17.56	0	8.78	439	66.03	478.69	57.77	0	478.69	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0479	2024-01-24	22:46	13:39	18	MES-001	Ana Cruz Martínez	1	morning	144.75	48.25	7.72	0	0	193	29.64	214.92	25.94	214.92	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0480	2024-01-25	22:56	8:13	14	MES-027	María Elena Gutiérrez Flores	3	afternoon	322.5	107.5	0	0	0	430	68.8	498.8	60.2	498.8	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0481	2024-01-26	11:17	8:40	15	MES-032	Diego Vázquez Castillo	1	afternoon	292.5	97.5	0	5.85	0	390	61.46	445.61	53.78	0	445.61	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0482	2024-01-27	21:49	12:36	10	MES-034	Carmen Jiménez Ortiz	3	afternoon	665.25	221.75	0	13.31	0	887	139.79	1013.48	122.32	1013.48	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0483	2024-01-28	14:35	8:06	10	MES-016	Pablo Mendoza Romero	3	morning	294.75	98.25	15.72	0	7.86	393	59.11	428.53	51.72	0	428.53	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0484	2024-01-22	9:54	16:31	3	MES-026	Carmen Jiménez Ortiz	1	night	396.75	132.25	0	0	0	529	84.64	613.64	74.06	0	613.64	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0485	2024-01-23	19:18	17:58	15	MES-023	Carmen Jiménez Ortiz	4	afternoon	318.75	106.25	0	6.38	8.5	425	65.62	475.74	57.42	475.74	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0486	2024-01-24	7:44	17:21	3	MES-007	Pablo Mendoza Romero	3	afternoon	237	79	0	4.74	0	316	49.8	361.06	43.58	0	361.06	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0487	2024-01-25	17:39	20:30	15	MES-012	María Elena Gutiérrez Flores	4	morning	330	110	0	0	8.8	440	68.99	500.19	60.37	500.19	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0488	2024-01-26	11:21	15:08	25	MES-028	María Elena Gutiérrez Flores	4	morning	96	32	5.12	0	2.56	128	19.25	139.57	16.84	139.57	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0489	2024-01-27	15:15	16:55	11	MES-014	Diego Vázquez Castillo	1	morning	257.25	85.75	13.72	0	6.86	343	51.59	374.01	45.14	374.01	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0490	2024-01-28	13:35	20:10	5	MES-018	José Antonio López Hernández	4	afternoon	617.25	205.75	32.92	12.35	0	823	124.44	902.17	108.88	0	902.17	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0491	2024-01-22	12:08	17:39	11	MES-011	José Antonio López Hernández	2	night	381	127	0	0	0	508	81.28	589.28	71.12	0	589.28	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0492	2024-01-23	22:26	14:35	9	MES-011	María Elena Gutiérrez Flores	1	night	434.25	144.75	23.16	0	11.58	579	87.08	631.34	76.2	0	631.34	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0493	2024-01-24	8:36	9:54	17	MES-023	Pablo Mendoza Romero	4	afternoon	237	79	0	0	0	316	50.56	366.56	44.24	0	366.56	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0494	2024-01-25	7:36	14:49	2	MES-035	María Elena Gutiérrez Flores	4	night	124.5	41.5	0	2.49	3.32	166	25.63	185.82	22.43	185.82	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0495	2024-01-26	17:16	15:52	11	MES-008	Luis Ramírez Torres	2	night	280.5	93.5	14.96	0	0	374	57.45	416.49	50.27	0	416.49	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0496	2024-01-27	14:52	10:34	25	MES-014	Luis Ramírez Torres	3	morning	613.5	204.5	0	0	0	818	130.88	948.88	114.52	948.88	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0497	2024-01-28	14:25	23:53	1	MES-005	María Elena Gutiérrez Flores	1	morning	216	72	0	4.32	5.76	288	44.47	322.39	38.91	0	322.39	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0498	2024-01-22	8:26	9:23	10	MES-004	Pablo Mendoza Romero	4	afternoon	255	85	13.6	0	6.8	340	51.14	370.74	44.74	0	370.74	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0499	2024-01-23	10:10	11:43	22	MES-027	Pablo Mendoza Romero	3	afternoon	198.75	66.25	0	0	0	265	42.4	307.4	37.1	0	307.4	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0500	2024-01-24	17:01	15:07	17	MES-029	María Elena Gutiérrez Flores	4	afternoon	474.75	158.25	25.32	0	0	633	97.23	704.91	85.08	0	704.91	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0501	2024-01-25	18:38	12:29	24	MES-036	María Elena Gutiérrez Flores	1	night	477	159	25.44	9.54	0	636	96.16	697.18	84.14	0	697.18	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0502	2024-01-26	12:41	9:00	28	MES-021	María Elena Gutiérrez Flores	2	afternoon	282.75	94.25	15.08	0	0	377	57.91	419.83	50.67	419.83	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0503	2024-01-27	16:08	8:12	29	MES-009	Sofía Reyes Morales	1	afternoon	379.5	126.5	0	0	0	506	80.96	586.96	70.84	0	586.96	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0504	2024-01-28	13:33	12:53	9	MES-018	Ana Cruz Martínez	2	afternoon	525	175	0	0	0	700	112	812	98	0	812	tarjeta	FRMX-CD-MTY-001	dine_in
